"","Family","Genus","sci_name","nutrient_data","ctmax_estimate","gl_fish","mean_temp","sd_temp"
"795","Soleidae","Pegusa","Pegusa lascaris","Y","Y",NA,18.6299800114113,3.42559889189344
"796","Sciaenidae","Pennahia","Pennahia argentata","Y",NA,NA,24.1934904436299,4.08044737142745
"797","Nemipteridae","Pentapodus","Pentapodus setosus",NA,"Y",NA,27.8328421649031,1.4757029832345
"798","Gerreidae","Pentaprion","Pentaprion longimanus","Y",NA,NA,28.1450594635282,1.9030811390144
"799","Percidae","Perca","Perca flavescens","Y","Y","Y",8.58397922535752,6.95846425353924
"800","Percidae","Perca","Perca fluviatilis","Y","Y",NA,7.04751497717336,7.42791133224102
"801","Odontobutidae","Perccottus","Perccottus glenii",NA,"Y",NA,11.3459881080191,9.31116482663362
"802","Percidae","Percina","Percina caprodes",NA,NA,"Y",10.0019609662565,7.83624348752009
"803","Percidae","Percina","Percina copelandi",NA,NA,"Y",15.4557679061758,6.27012865814989
"804","Percidae","Percina","Percina maculata",NA,NA,"Y",15.6719778669712,6.32686859707042
"805","Percidae","Percina","Percina phoxocephala",NA,NA,"Y",17.0698270874861,4.77276140036377
"806","Percidae","Percina","Percina shumardi",NA,NA,"Y",13.8090169863455,8.31297989285262
"807","Percopsidae","Percopsis","Percopsis omiscomaycus",NA,"Y","Y",6.22485737744148,6.21081946651127
"808","Gobiidae","Periophthalmus","Periophthalmus argentilineatus",NA,"Y",NA,27.9098635272808,1.77455684308671
"809",NA,"Pethia","Pethia ticto","Y",NA,NA,25.3275792083636,5.19863804164124
"810","Petromyzontidae","Petromyzon","Petromyzon marinus",NA,NA,"Y",11.8346227334716,7.6938191723249
"811","Leuciscidae","Phenacobius","Phenacobius mirabilis",NA,"Y","Y",17.8023538182043,4.40914291362475
"812",NA,"Photopectoralis","Photopectoralis bindus","Y",NA,NA,28.1568476824982,2.26001657316023
"813","Leuciscidae","Phoxinus","Phoxinus phoxinus",NA,"Y",NA,13.2356767075376,2.8592069491305
"814","Pimelodidae","Phractocephalus","Phractocephalus hemioliopterus","Y",NA,NA,26.4408833056551,1.68036694525909
"815","Gadidae","Phycis","Phycis blennoides","Y",NA,NA,20.3197125222276,4.6204353796938
"816","Gadidae","Phycis","Phycis phycis","Y",NA,NA,21.1634255510725,1.23078560407188
"817","Characidae","Piaractus","Piaractus mesopotamicus","Y",NA,NA,24.4379700849856,2.82285117970074
"818","Pimelodidae","Pimelodus","Pimelodus argenteus","Y",NA,NA,25.6679271030784,2.70247191538028
"819","Pimelodidae","Pimelodus","Pimelodus maculatus","Y",NA,NA,22.716288878245,2.12632517346607
"820","Leuciscidae","Pimephales","Pimephales notatus",NA,"Y","Y",13.6656621583561,7.38610552188035
"821","Leuciscidae","Pimephales","Pimephales promelas",NA,"Y","Y",10.8033918718988,7.4732497024173
"822","Leuciscidae","Pimephales","Pimephales vigilax",NA,"Y","Y",20.6770455764362,5.15017130934945
"823","Pimelodidae","Pinirampus","Pinirampus pirinampu","Y",NA,NA,24.6796252976475,4.25200414522889
"824","Pectinidae","Placopecten","Placopecten magellanicus","Y",NA,NA,12.3824926624362,4.10566710531429
"825","Sciaenidae","Plagioscion","Plagioscion squamosissimus","Y",NA,NA,25.6025027879421,3.04898998166293
"826","Blenniidae","Plagiotremus","Plagiotremus azaleus",NA,"Y",NA,24.4632357927835,4.13985783491884
"827","Leuciscidae","Plagopterus","Plagopterus argentissimus",NA,"Y",NA,24.900610835558,4.79020054344889
"828","Pleuronectidae","Platichthys","Platichthys flesus","Y","Y",NA,12.8818313576052,7.57291263195756
"829","Pleuronectidae","Platichthys","Platichthys stellatus","Y",NA,NA,7.16729865887513,6.38999483375928
"830","Platycephalidae","Platycephalus","Platycephalus indicus","Y","Y",NA,28.0853017740824,2.56786943969155
"831","Haemulidae","Plectorhinchus","Plectorhinchus mediterraneus","Y",NA,NA,24.1143677561579,3.22654056774949
"832","Nototheniidae","Pleuragramma","Pleuragramma antarctica","Y",NA,NA,-0.390903352607968,1.95082850154056
"833","Hexagrammidae","Pleurogrammus","Pleurogrammus monopterygius","Y",NA,NA,7.0659848830038,1.29125122915383
"834","Pleuronectidae","Pleuronectes","Pleuronectes platessa","Y","Y",NA,11.3826497634248,7.03219334252948
"835","Poeciliidae","Poecilia","Poecilia formosa",NA,"Y",NA,27.5653340051652,3.71497397993321
"836","Poeciliidae","Poecilia","Poecilia latipinna",NA,"Y",NA,26.5374687283077,2.49232553237231
"837","Poeciliidae","Poecilia","Poecilia mexicana",NA,"Y",NA,25.6650235038016,3.76908417922169
"838","Poeciliidae","Poecilia","Poecilia reticulata",NA,"Y",NA,25.9804631983109,2.51571721276329
"839","Poeciliidae","Poecilia","Poecilia sphenops",NA,"Y",NA,24.0215330026884,3.96135029847914
"840","Poeciliidae","Poeciliopsis","Poeciliopsis occidentalis",NA,"Y",NA,24.0895426252356,4.47152613461224
"841","Sciaenidae","Pogonias","Pogonias cromis","Y",NA,NA,26.6020554506045,3.06416267181687
"842","Leuciscidae","Pogonichthys","Pogonichthys macrolepidotus",NA,"Y",NA,17.5323703083625,4.49132805142013
"843","Gadidae","Pollachius","Pollachius pollachius","Y",NA,NA,12.6377300178892,3.57663914101628
"844","Gadidae","Pollachius","Pollachius virens","Y",NA,NA,10.2866113191714,4.25000142130902
"845","Polyodontidae","Polyodon","Polyodon spathula",NA,"Y",NA,17.2672587412366,5.56257400687905
"846","Polyprionidae","Polyprion","Polyprion americanus","Y",NA,NA,19.0889702829256,4.2006696117183
"847","Polyprionidae","Polyprion","Polyprion oxygeneios","Y",NA,NA,15.9551585619169,3.29349183265676
"848","Pomatomidae","Pomatomus","Pomatomus saltatrix","Y",NA,NA,21.4617055861628,4.31499577268347
"849","Gobiidae","Pomatoschistus","Pomatoschistus minutus",NA,"Y",NA,12.3919734165229,6.20490257076102
"850","Centrarchidae","Pomoxis","Pomoxis annularis",NA,"Y","Y",18.7498717400414,5.98487302753856
"851","Centrarchidae","Pomoxis","Pomoxis nigromaculatus","Y","Y","Y",16.8877763458979,7.18566833240916
"852",NA,"Ponticola","Ponticola ratan","Y",NA,NA,19.3886354023587,3.808894034627
"853","Priacanthidae","Priacanthus","Priacanthus macracanthus","Y",NA,NA,24.0120383683523,2.80570217799487
"854","Carcharhinidae","Prionace","Prionace glauca","Y",NA,NA,22.2115763437582,6.60441908794994
"855","Triglidae","Prionotus","Prionotus nudigula","Y",NA,NA,14.6910889366936,2.9562775279021
"856","Curimatidae","Prochilodus","Prochilodus lineatus","Y","Y",NA,24.0063447620109,3.19132090939119
"857","Curimatidae","Prochilodus","Prochilodus magdalenae","Y",NA,NA,22.2780533829005,4.92051933884942
"858","Curimatidae","Prochilodus","Prochilodus nigricans","Y",NA,NA,26.0061104656438,3.07094153738193
"859","Curimatidae","Prochilodus","Prochilodus reticulatus","Y",NA,NA,27.1543042865332,0.367452434002907
"860","Pinguipedidae","Prolatilus","Prolatilus jugularis","Y",NA,NA,14.0347662433997,3.00353827067056
"861","Salmonidae","Prosopium","Prosopium coulterii",NA,NA,"Y",6.89183378155804,5.74395389465034
"862","Salmonidae","Prosopium","Prosopium cylindraceum","Y",NA,"Y",2.2561673652991,3.41198001940781
"863","Gobiidae","Proterorhinus","Proterorhinus semilunaris",NA,NA,"Y",15.8826342690139,4.14099772133637
"864","Sciaenidae","Protonibea","Protonibea diacanthus","Y",NA,NA,28.4374983076082,2.01823666185232
"865","Protopteridae","Protopterus","Protopterus aethiopicus","Y",NA,NA,24.554961047575,3.52466623393509
"866","Arhynchobatidae","Psammobatis","Psammobatis normani","Y",NA,NA,14.3532178038794,3.85744349267439
"867","Arhynchobatidae","Psammobatis","Psammobatis scobina","Y",NA,NA,10.7682662137153,3.28798884508347
"868","Centrolophidae","Psenopsis","Psenopsis anomala","Y",NA,NA,23.7547792020344,3.49375895672368
"869","Centrolophidae","Psenopsis","Psenopsis cyanea","Y",NA,NA,29.1337778156314,1.84059537079701
"870","Pleuronectidae","Psettichthys","Psettichthys melanostictus","Y",NA,NA,8.21056052950752,4.96843820536781
"871","Carangidae","Pseudocaranx","Pseudocaranx dentex",NA,"Y",NA,24.4482272076556,3.2575409169031
"872","Cichlidae","Pseudocrenilabrus","Pseudocrenilabrus multicolor",NA,"Y",NA,25.4683246950557,4.95785955088688
"873","Pinguipedidae","Pseudopercis","Pseudopercis semifasciata","Y",NA,NA,14.2710447942369,2.25365389175108
"874","Moridae","Pseudophycis","Pseudophycis bachus","Y",NA,NA,13.7321515372672,1.77359014055546
"875","Pimelodidae","Pseudoplatystoma","Pseudoplatystoma corruscans","Y",NA,NA,23.7208785702619,3.88856553145475
"876","Pimelodidae","Pseudoplatystoma","Pseudoplatystoma fasciatum","Y",NA,NA,26.6591232001966,0.737427619206587
"877","Pimelodidae","Pseudoplatystoma","Pseudoplatystoma tigrinum","Y",NA,NA,26.2949888460244,2.12502143706098
"878","Pleuronectidae","Pseudopleuronectes","Pseudopleuronectes americanus","Y","Y",NA,8.2018122027744,6.93923247483697
"879","Paralichthyidae","Pseudorhombus","Pseudorhombus elevatus",NA,"Y",NA,28.228858580441,2.18346881144564
"880","Paralichthyidae","Pseudorhombus","Pseudorhombus pentophthalmus","Y",NA,NA,22.3665018116826,3.70050047970787
"881","Lutjanidae","Pterocaesio","Pterocaesio chrysozona","Y",NA,NA,28.0420915330011,1.98428456686585
"882","Doradidae","Pterodoras","Pterodoras granulosus","Y",NA,NA,26.2348200191151,0.608917285979167
"883","Cichlidae","Pterophyllum","Pterophyllum scalare",NA,"Y",NA,26.8911274258914,1.15735675099009
"884","Leuciscidae","Ptychocheilus","Ptychocheilus grandis",NA,"Y",NA,16.2946881879731,4.65955875652453
"885","Gasterosteidae","Pungitius","Pungitius pungitius","Y",NA,"Y",4.63836869824637,5.28823082216035
"886","Cyprinidae","Puntioplites","Puntioplites proctozystron","Y",NA,NA,27.9996330215638,1.47040645934443
"887","Cyprinidae","Puntius","Puntius bimaculatus","Y",NA,NA,26.9527898177414,2.08979639744407
"888","Cyprinidae","Puntius","Puntius brevis","Y",NA,NA,27.3276456594227,1.72982298344822
"889","Cyprinidae","Puntius","Puntius chola","Y",NA,NA,25.694162892856,4.63726880419251
"890","Cyprinidae","Puntius","Puntius puntio","Y",NA,NA,25.3850925403518,3.37880966876904
"891","Cyprinidae","Puntius","Puntius sophore","Y",NA,NA,25.8733820513677,4.33007431586861
"892","Cyprinidae","Puntius","Puntius stigma","Y",NA,NA,28.5393332630331,1.80301893308571
"893","Characidae","Pygocentrus","Pygocentrus nattereri",NA,"Y",NA,25.0530742411131,3.8963423294995
"894","Ictaluridae","Pylodictis","Pylodictis olivaris",NA,NA,"Y",19.3095801851801,5.69443999507369
"895","Rachycentridae","Rachycentron","Rachycentron canadum","Y",NA,NA,26.9466360948697,3.34957159778634
"896","Rajidae","Raja","Raja clavata","Y",NA,NA,18.2614204933082,7.58078669405129
"897","Rajidae","Raja","Raja microocellata","Y",NA,NA,18.2441344277182,4.66386670461091
"898","Rajidae","Raja","Raja rhina","Y",NA,NA,12.3638987669395,1.76511787908657
"899","Cyprinidae","Rasbora","Rasbora argyrotaenia","Y",NA,NA,27.0751068838329,1.63511790917206
"900","Cyprinidae","Rasbora","Rasbora tawarensis","Y",NA,NA,24.2048186051619,NA
"901","Cyprinidae","Rasbora","Rasbora tornieri","Y",NA,NA,27.0884446407255,1.82182370601467
"902","Scombridae","Rastrelliger","Rastrelliger brachysoma","Y",NA,NA,27.8908723749515,1.49398973640831
"903","Scombridae","Rastrelliger","Rastrelliger kanagurta","Y",NA,NA,28.0573671183315,2.21738125101127
"904","Cyprinidae","Rastrineobola","Rastrineobola argentea","Y",NA,NA,22.1842833930549,2.34229537107821
"905","Pleuronectidae","Reinhardtius","Reinhardtius hippoglossoides","Y",NA,NA,4.79233462668436,4.34728455159582
"906","Retropinnidae","Retropinna","Retropinna retropinna",NA,"Y",NA,13.4102845950321,3.37234176657292
"907","Gempylidae","Rexea","Rexea solandri","Y",NA,NA,17.7562107943047,3.01376706988894
"908","Sparidae","Rhabdosargus","Rhabdosargus holubi",NA,"Y",NA,21.4739285014401,2.51711263112113
"909","Cichlidae","Rhamphochromis","Rhamphochromis ferox","Y",NA,NA,26.6447775587523,0
"910","Leuciscidae","Rhinichthys","Rhinichthys atratulus",NA,"Y","Y",10.2090416837234,7.02404176723343
"911","Leuciscidae","Rhinichthys","Rhinichthys cataractae",NA,"Y","Y",7.05400181146248,6.70611320165615
"912","Leuciscidae","Rhinichthys","Rhinichthys obtusus",NA,NA,"Y",14.4070901167569,5.00067293232698
"913","Leuciscidae","Rhinichthys","Rhinichthys osculus",NA,"Y",NA,14.8690371323143,6.21697604059685
"914",NA,NA,"Rhizoprionodon acutus",NA,NA,NA,28.1676157965884,0.64772807359603
"915","Carcharhinidae","Rhizoprionodon","Rhizoprionodon terraenovae","Y",NA,NA,22.5852322863255,7.35319029047262
"916","Cyprinidae","Rhodeus","Rhodeus amarus",NA,"Y",NA,13.1546869747732,6.2973739107924
"917","Lutjanidae","Rhomboplites","Rhomboplites aurorubens","Y",NA,NA,27.2911317014402,1.77798922862874
"918","Bagridae","Rita","Rita rita","Y",NA,NA,25.8495704398016,6.91760329974242
"919","Leuciscidae","Rutilus","Rutilus frisii","Y",NA,NA,19.1345655279659,5.40005171713996
"920","Leuciscidae","Rutilus","Rutilus rutilus","Y","Y",NA,10.9348346622516,6.37056596542697
"921","Moridae","Salilota","Salilota australis","Y",NA,NA,11.1251958526326,2.73122502682219
"922",NA,NA,"Salminus brasiliensis",NA,NA,NA,24.734742513969,2.84937132959604
"923","Salmonidae","Salmo","Salmo salar","Y","Y","Y",7.0910260323754,5.53922492453409
"924","Salmonidae","Salmo","Salmo trutta","Y","Y","Y",9.09010776433593,5.58877444546225
"925","Cyprinidae","Salmostoma","Salmostoma bacaila","Y",NA,NA,23.9133453708926,7.19630919989958
"926","Cyprinidae","Salmostoma","Salmostoma phulo","Y",NA,NA,25.2688044618313,4.67470816544051
"927","Salmonidae","Salvelinus","Salvelinus alpinus","Y","Y",NA,1.95078642437472,2.78746022422186
"928","Salmonidae","Salvelinus","Salvelinus confluentus",NA,"Y",NA,5.23520361859473,5.37417420565726
"929","Salmonidae","Salvelinus","Salvelinus fontinalis","Y","Y","Y",8.30580595180985,8.49711761103326
"930","Salmonidae","Salvelinus","Salvelinus leucomaenis",NA,"Y",NA,4.19035003552159,4.69969930360315
"931","Salmonidae","Salvelinus","Salvelinus malma","Y","Y",NA,3.92871216362084,4.22372488875413
"932","Salmonidae","Salvelinus","Salvelinus namaycush","Y","Y","Y",4.71351809096751,5.43855634304272
"933","Percidae","Sander","Sander canadensis",NA,"Y","Y",11.2547770620079,7.39554023811568
"934","Percidae","Sander","Sander lucioperca","Y","Y",NA,11.963578551613,7.2284353831904
"935","Percidae","Sander","Sander vitreus","Y","Y","Y",8.06516594202723,7.11041994022814
"936","Scombridae","Sarda","Sarda orientalis","Y",NA,NA,26.2153929560283,3.77723379091775
"937","Scombridae","Sarda","Sarda sarda","Y",NA,NA,20.6977421622415,5.78905091830442
"938","Clupeidae","Sardina","Sardina pilchardus","Y",NA,NA,17.1798726601966,5.2222819179705
"939","Clupeidae","Sardinella","Sardinella albella","Y",NA,NA,28.3178479131839,2.05248152924737
"940","Clupeidae","Sardinella","Sardinella aurita","Y",NA,NA,24.6910240932536,3.56170114520462
"941","Clupeidae","Sardinella","Sardinella brasiliensis","Y",NA,NA,22.2204979461124,3.88757931060479
"942","Clupeidae","Sardinella","Sardinella fimbriata","Y",NA,NA,27.9680279018821,1.49541501787691
"943","Clupeidae","Sardinella","Sardinella gibbosa","Y",NA,NA,27.5653636126536,1.99004213929823
"944","Clupeidae","Sardinella","Sardinella longiceps","Y",NA,NA,29.2321736033335,2.32817771211637
"945","Clupeidae","Sardinella","Sardinella maderensis","Y",NA,NA,24.1249784414295,2.8063616232539
"946","Clupeidae","Sardinops","Sardinops sagax","Y","Y",NA,17.7999399423958,6.8671277187337
"947","Holocentridae","Sargocentron","Sargocentron spiniferum","Y",NA,NA,27.7011076488043,1.99913113517027
"948","Cichlidae","Sarotherodon","Sarotherodon melanotheron",NA,"Y",NA,26.5824000219027,1.93411580376231
"949","Sparidae","Sarpa","Sarpa salpa","Y","Y",NA,22.8059637636335,3.23494501591028
"950","Synodontidae","Saurida","Saurida undosquamis","Y",NA,NA,29.777994307058,1.48726659248659
"951","Leuciscidae","Scardinius","Scardinius erythrophthalmus","Y","Y","Y",13.3210352014433,6.89738827353134
"952","Scaridae","Scarus","Scarus falcipinnis","Y",NA,NA,27.2380409142318,1.60109745060175
"953","Scaridae","Scarus","Scarus ghobban","Y",NA,NA,27.8528256111818,2.35732599191626
"954","Scaridae","Scarus","Scarus niger","Y",NA,NA,27.8370905498015,1.94720720633636
"955","Scaridae","Scarus","Scarus psittacus","Y",NA,NA,27.8685707391148,2.09328194546909
"956","Scaridae","Scarus","Scarus rubroviolaceus","Y",NA,NA,27.5863200091749,2.04153767142431
"957","Scaridae","Scarus","Scarus tricolor","Y",NA,NA,27.5787087505351,1.58429997142283
"958","Scatophagidae","Scatophagus","Scatophagus argus",NA,"Y",NA,27.5180395511202,2.51662175903721
"959","Cyprinidae","Schizopyge","Schizopyge niger","Y",NA,NA,18.9444638628584,0
"960","Cyprinidae","Schizothorax","Schizothorax curvifrons","Y",NA,NA,18.2221195486077,5.76612548247345
"961","Cyprinidae","Schizothorax","Schizothorax esocinus","Y",NA,NA,11.549443725546,6.48195185946513
"962","Cyprinidae","Schizothorax","Schizothorax kozlovi",NA,"Y",NA,10.7181193328563,7.12983864602391
"963","Cyprinidae","Schizothorax","Schizothorax plagiostomus","Y",NA,NA,20.5396309576276,11.2995320578256
"964","Cyprinidae","Schizothorax","Schizothorax progastus","Y",NA,NA,14.3943293413407,10.7956466572052
"965","Cyprinidae","Schizothorax","Schizothorax richardsonii","Y",NA,NA,9.87610981227987,6.17567720049583
"966","Scyliorhinidae","Schroederichthys","Schroederichthys bivius","Y",NA,NA,12.2093634786893,5.1031026257592
"967","Ariidae","Sciades","Sciades herzbergii","Y",NA,NA,27.5379967154677,1.16873361019742
"968","Sciaenidae","Sciaena","Sciaena umbra","Y",NA,NA,22.1200007002414,3.55992878859991
"969","Sciaenidae","Sciaenops","Sciaenops ocellatus","Y","Y",NA,26.8703458191013,2.56039873293228
"970",NA,"Scleromystax","Scleromystax barbatus",NA,"Y",NA,22.0417734565962,2.12795407101179
"971","Nemipteridae","Scolopsis","Scolopsis taenioptera",NA,"Y",NA,27.7919497393366,1.6127315691309
"972","Scombridae","Scomber","Scomber colias","Y",NA,NA,23.3052913727583,3.21185820626878
"973","Scombridae","Scomber","Scomber japonicus","Y","Y",NA,19.6327186328802,6.9930468831919
"974","Scombridae","Scomber","Scomber scombrus","Y",NA,NA,16.3107031131409,6.93889083300578
"975","Scombridae","Scomberomorus","Scomberomorus brasiliensis","Y",NA,NA,26.6257715768988,2.09073405172617
"976","Scombridae","Scomberomorus","Scomberomorus cavalla","Y",NA,NA,26.7939002176263,2.64129642424314
"977","Scombridae","Scomberomorus","Scomberomorus commerson","Y",NA,NA,26.974628060973,3.44610751951193
"978","Scombridae","Scomberomorus","Scomberomorus guttatus","Y",NA,NA,28.2825341224616,2.30862589915326
"979","Scombridae","Scomberomorus","Scomberomorus maculatus","Y",NA,NA,25.8462214042852,4.02933296415089
"980","Scombridae","Scomberomorus","Scomberomorus niphonius","Y",NA,NA,20.8347363606879,4.64479619481399
"981","Scophthalmidae","Scophthalmus","Scophthalmus maeoticus","Y",NA,NA,20.0262659444922,2.1902331956064
"982","Scophthalmidae","Scophthalmus","Scophthalmus maximus","Y",NA,NA,15.2613095039056,3.59090326421579
"983","Scophthalmidae","Scophthalmus","Scophthalmus rhombus","Y",NA,NA,18.1524522877541,5.08263095745438
"984","Scorpaenidae","Scorpaena","Scorpaena porcus","Y","Y",NA,21.1179557241038,2.21491401716404
"985","Scorpaenidae","Scorpaena","Scorpaena scrofa","Y",NA,NA,21.3649291413064,1.41584438265223
"986","Scyliorhinidae","Scyliorhinus","Scyliorhinus canicula","Y",NA,NA,18.6405369888522,6.29895523805724
"987","Scorpaenidae","Sebastes","Sebastes aleutianus","Y",NA,NA,8.20702074945714,2.40587858369829
"988","Scorpaenidae","Sebastes","Sebastes alutus","Y",NA,NA,12.185778562991,1.50202980161976
"989","Scorpaenidae","Sebastes","Sebastes crameri","Y",NA,NA,12.5109685124072,1.26432078579996
"990","Scorpaenidae","Sebastes","Sebastes elongatus","Y",NA,NA,13.3721338901207,1.30795354814694
"991","Scorpaenidae","Sebastes","Sebastes entomelas","Y",NA,NA,11.5442199906969,1.70020784709658
"992","Scorpaenidae","Sebastes","Sebastes flavidus","Y",NA,NA,12.4780390989075,2.05443188673416
"993","Scorpaenidae","Sebastes","Sebastes goodei","Y",NA,NA,15.5754470835749,2.14615451158453
"994","Scorpaenidae","Sebastes","Sebastes melanops","Y",NA,NA,13.6928931427571,3.46697094156876
"995","Scorpaenidae","Sebastes","Sebastes mentella","Y",NA,NA,6.92398010209386,4.84153307915404
"996","Scorpaenidae","Sebastes","Sebastes norvegicus","Y",NA,NA,7.92509847607605,4.49658198118756
"997","Scorpaenidae","Sebastes","Sebastes oculatus","Y",NA,NA,14.1524281577832,2.48466016179326
"998","Scorpaenidae","Sebastes","Sebastes paucispinis","Y",NA,NA,12.8398421822379,2.58500431200953
"999","Scorpaenidae","Sebastes","Sebastes pinniger","Y",NA,NA,12.3361301925035,1.94091026659155
"1000","Scorpaenidae","Sebastes","Sebastes rosaceus","Y",NA,NA,16.8806969437588,2.09523941880753
"1001","Scorpaenidae","Sebastes","Sebastes ruberrimus","Y",NA,NA,12.2611724685812,1.74089904235622
"1002","Scorpaenidae","Sebastes","Sebastes rubrivinctus","Y",NA,NA,17.493798223429,2.80551880295595
"1003","Scorpaenidae","Sebastes","Sebastes viviparus","Y",NA,NA,8.59983483040739,4.47441929439006
"1004","Scorpaenidae","Sebastolobus","Sebastolobus alascanus","Y",NA,NA,11.7809241186213,1.90896774369429
"1005","Carangidae","Selar","Selar crumenophthalmus","Y",NA,NA,26.9476615823941,3.41829391850804
"1006","Carangidae","Selaroides","Selaroides leptolepis","Y",NA,NA,28.1153395481704,2.17252291150771
"1007","Carangidae","Selene","Selene vomer","Y",NA,NA,25.7518797085893,4.18943091254634
"1008","Leuciscidae","Semotilus","Semotilus atromaculatus","Y","Y","Y",13.7245835461821,7.07558768722525
"1009","Leuciscidae","Semotilus","Semotilus corporalis",NA,NA,"Y",7.37113805637538,7.3787415714998
"1010","Carangidae","Seriola","Seriola dumerili","Y",NA,NA,25.5607411766788,4.6011207572721
"1011","Carangidae","Seriola","Seriola lalandi","Y",NA,NA,21.2530921659037,4.51208752887416
"1012","Carangidae","Seriola","Seriola quinqueradiata",NA,"Y",NA,19.1759574625207,5.57216680304515
"1013","Centrolophidae","Seriolella","Seriolella punctata","Y",NA,NA,9.47782311074755,2.62435366955721
"1014","Centrolophidae","Seriolella","Seriolella violacea","Y",NA,NA,15.559469081847,3.77451062856004
"1015","Carangidae","Seriolina","Seriolina nigrofasciata","Y",NA,NA,27.9716192836478,2.48817862756528
"1016","Serranidae","Serranus","Serranus scriba","Y",NA,NA,21.726748094041,2.38567647563848
"1017","Characidae","Serrasalmus","Serrasalmus marginatus","Y",NA,NA,25.0822594919328,2.71089273541026
"1018","Engraulidae","Setipinna","Setipinna phasa","Y",NA,NA,22.9094385717788,8.95341445054655
"1019","Engraulidae","Setipinna","Setipinna taty","Y",NA,NA,28.0802142617667,1.19661222115875
"1020","Siganidae","Siganus","Siganus argenteus","Y",NA,NA,27.8095980856542,1.88787359261058
"1021","Siganidae","Siganus","Siganus canaliculatus",NA,"Y",NA,28.2569591308287,1.99676432387045
"1022","Siganidae","Siganus","Siganus fuscescens","Y",NA,NA,27.3597056800364,2.34757732894318
"1023","Siganidae","Siganus","Siganus javus",NA,"Y",NA,28.119595686781,1.82552901405029
"1024","Siganidae","Siganus","Siganus rivulatus","Y",NA,NA,27.2383194943365,2.96714022776187
"1025","Siganidae","Siganus","Siganus sutor","Y",NA,NA,26.9834779132232,2.34022207791118
"1026","Sillaginidae","Sillaginodes","Sillaginodes punctatus","Y",NA,NA,19.2773915863285,1.40143448469235
"1027","Sillaginidae","Sillaginopsis","Sillaginopsis panijus","Y",NA,NA,28.7632706891379,1.21396706169472
"1028","Sillaginidae","Sillago","Sillago ingenuua","Y",NA,NA,29.4537852710697,0.853915369941825
"1029","Sillaginidae","Sillago","Sillago sihama","Y","Y",NA,27.6240309529823,2.80162728252991
"1030","Siluridae","Silurus","Silurus glanis","Y","Y",NA,13.9601358317005,7.0084099502651
"1031","Siluridae","Silurus","Silurus meridionalis",NA,"Y",NA,23.5730998795456,4.09903148478522
"1032","Balitoridae","Sinogastromyzon","Sinogastromyzon szechuanensis","Y",NA,NA,18.6670771349521,2.43350991455214
"1033","Leuciscidae","Siphateles","Siphateles bicolor",NA,"Y",NA,14.605990804251,4.82458071863063
"1034","Soleidae","Solea","Solea ovata",NA,"Y",NA,27.8764820347839,1.59538287511619
"1035","Soleidae","Solea","Solea senegalensis","Y",NA,NA,21.0064234619343,4.96062427091653
"1036","Soleidae","Solea","Solea solea","Y","Y",NA,15.7815329980427,2.01889852569911
"1037","Soleidae","Solea","Solea vulgaris","Y",NA,NA,22.7641979008083,2.17466169425083
"1038","Somniosidae","Somniosus","Somniosus microcephalus","Y",NA,NA,6.71648155736182,6.40760910775694
"1039","Pimelodidae","Sorubim","Sorubim lima","Y",NA,NA,26.6210275788492,2.06738521044691
"1040","Scaridae","Sparisoma","Sparisoma cretense","Y",NA,NA,23.4629644376393,2.38526962058528
"1041","Sparidae","Sparus","Sparus aurata","Y",NA,NA,21.7150263305037,4.00703035185563
"1042","Bagridae","Sperata","Sperata aor","Y",NA,NA,23.9971091222594,8.71001923839864
"1043","Bagridae","Sperata","Sperata seenghala","Y",NA,NA,26.2996816676321,4.28947748549566
"1044","Tetraodontidae","Sphoeroides","Sphoeroides annulatus",NA,"Y",NA,24.2913083696217,4.62146124353075
"1045","Sphyraenidae","Sphyraena","Sphyraena chrysotaenia","Y",NA,NA,27.0373489428232,1.74887249900868
"1046","Sphyraenidae","Sphyraena","Sphyraena guachancho","Y",NA,NA,26.8071025621578,2.60388084032049
"1047","Sphyraenidae","Sphyraena","Sphyraena jello","Y",NA,NA,27.8813024849875,2.37397174643485
"1048","Sphyraenidae","Sphyraena","Sphyraena sphyraena","Y",NA,NA,23.2337450723725,3.2883264906016
"1049","Centracanthidae","Spicara","Spicara maena","Y",NA,NA,22.9372557992777,2.62899667686519
"1050","Centracanthidae","Spicara","Spicara smaris","Y",NA,NA,22.6034137228352,2.99980908407684
"1051","Sparidae","Spondyliosoma","Spondyliosoma cantharus","Y",NA,NA,19.4246857765388,6.7126578740372
"1052","Clupeidae","Spratelloides","Spratelloides robustus","Y",NA,NA,20.3015648626488,5.27357357182327
"1053","Clupeidae","Sprattus","Sprattus sprattus","Y",NA,NA,16.9648428603707,6.81815197730672
"1054","Leuciscidae","Squalius","Squalius cephalus","Y","Y",NA,11.9787470077176,5.79033769391822
"1055","Squalidae","Squalus","Squalus acanthias","Y",NA,NA,14.089855719397,7.43509492300788
"1056","Salmonidae","Stenodus","Stenodus leucichthys","Y",NA,NA,6.20942457353014,7.51611231915382
"1057","Sparidae","Stenotomus","Stenotomus chrysops",NA,"Y",NA,17.616950770477,7.20550541106515
"1058","Engraulidae","Stolephorus","Stolephorus commersonnii","Y",NA,NA,27.9419962162308,1.73722395447274
"1059","Engraulidae","Stolephorus","Stolephorus indicus","Y",NA,NA,27.8787485838579,2.5036379414117
